| ddi-0053 | D07AB02 | J05AH01 | Betamethasone | Zidovudine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1681 | C10AA01 | J01MA02 | Simvastatin | Ciprofloxacin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1682 | A03FA01 | M03AE01 | Metoclopramide | Cisatracurium | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1683 | D06AA04 | M03AE01 | Neomycin | Cisatracurium | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1684 | A02BC03 | L01XA01 | Dexlansoprazole | Cisplatin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1685 | J01MA04 | L01XA01 | Levofloxacin | Cisplatin | MINOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1686 | D06AA04 | L01XA01 | Neomycin | Cisplatin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1687 | A02BC02 | L01XA01 | Pantoprazole | Cisplatin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1688 | H02AB01 | L01XA01 | Prednisone | Cisplatin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1689 | C10AA04 | L01XA01 | Rosuvastatin | Cisplatin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1690 | C10AA01 | L01XA01 | Simvastatin | Cisplatin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1691 | J01FA06 | N06AB04 | Clarithromycin | Citalopram | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1692 | D01AE14 | N06AB04 | Clotrimazole | Citalopram | MINOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1693 | A10BB12 | N06AB04 | Glimepiride | Citalopram | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1694 | A10BB17 | N06AB04 | Glipizide | Citalopram | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1695 | A04AD10 | N06AB04 | Granisetron | Citalopram | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1696 | H01BA02 | N06AB04 | Insulin aspart (aspart) | Citalopram | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1697 | A10AB02 | N06AB04 | Insulin glulisine | Citalopram | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1698 | A07EC09 | N06AB04 | Insulin human (zinc) | Citalopram | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1699 | A06AC04 | N06AB04 | Lactulose | Citalopram | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1700 | A02BC03 | N06AB04 | Lansoprazole | Citalopram | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1701 | J01MA04 | N06AB04 | Levofloxacin | Citalopram | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1702 | A03FA01 | N06AB04 | Metoclopramide | Citalopram | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1703 | G01AX10 | N06AB04 | Metronidazole | Citalopram | MINOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1704 | D01AC01 | N06AB04 | Miconazole | Citalopram | MINOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1705 | A04AD08 | N06AB04 | Ondansetron | Citalopram | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1706 | N06AB04 | R03CC02 | Citalopram | Opium | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1707 | H02AB01 | L01BF02 | Prednisone | Cladribine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1708 | J01FA06 | N05BA01 | Clarithromycin | Chlorpromazine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1709 | J01FA06 | J01FF02 | Clarithromycin | Clindamycin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1710 | J01FA06 | L01BF04 | Clarithromycin | Clofarabine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1711 | J01FA06 | J04CA03 | Clarithromycin | Clofazimine | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1712 | J01FA06 | N03AD02 | Clarithromycin | Clonazepam | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1713 | B01AC04 | J01FA06 | Clopidogrel | Clarithromycin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1714 | J01CF02 | J01FA06 | Cloxacillin | Clarithromycin | MINOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1715 | J01FA06 | M04AA01 | Clarithromycin | Colchicine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1716 | J01FA06 | L04AA01 | Clarithromycin | Cyclosporine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1717 | A10BF07 | J01FA06 | Dapagliflozin | Clarithromycin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1718 | J01FA06 | J05AE02 | Clarithromycin | Darunavir | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1719 | J01FA06 | L01XE02 | Clarithromycin | Dasatinib | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1720 | J01FA06 | L01DB02 | Clarithromycin | Daunorubicin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1721 | J01FA06 | S01AD01 | Clarithromycin | Dexamethasone (nasal) | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1722 | A02BC03 | J01FA06 | Dexlansoprazole | Clarithromycin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1723 | C01AA04 | J01FA06 | Digitoxin | Clarithromycin | MODERATE | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1724 | C01AA05 | J01FA06 | Digoxin | Clarithromycin | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
| ddi-1725 | J01FA06 | N02CA02 | Clarithromycin | Dihydroergotamine | MAJOR | [DDInter — see dataset for mechanism narrative] | [DDInter — see dataset for clinical consequence narrative] | [DDInter — see dataset for management narrative] | [DDInter — see dataset for monitoring narrative] | B | [ddinter-v2-2025] | ATC/DDD 2024 | 2026-05-04 |
